209	3047	3000
526	133	125
526	311	297
526	314	311
526	336	314
526	354	336
526	367	354
526	434	422
526	485	474
526	505	485
526	530	520
526	965	962
526	1258	1242
526	1280	1258
526	1283	1280
526	1287	1283
526	1290	1287
526	1296	1290
526	1420	1407
526	1433	1420
526	1451	1433
526	1461	1451
526	1499	1493
526	1510	1499
526	1562	1510
526	1594	1562
526	1767	1688
526	1941	1913
526	1946	1941
526	1962	1946
526	1967	1962
526	1982	1967
526	2032	2000
526	2061	2032
526	2097	2061
526	2126	2097
526	2165	2158
526	2187	2165
526	2191	2187
526	2193	2187
526	2436	2193
526	2519	2436
526	2585	2519
526	3449	3442
526	3505	3478
526	3646	3625
526	3701	3685
526	3705	3701
526	3725	3705
526	3734	3725
526	3741	3734
526	3753	3745
526	3756	3753
526	3868	3857
526	3896	3868
526	3903	3896
526	3919	3903
526	4248	4221
526	4265	4248
526	4275	4265
526	4494	4491
526	4506	4494
526	4517	4506
526	4680	4677
526	4683	4680
526	4699	4683
526	4702	4699
526	4709	4702
526	4727	4709
526	4730	4727
526	4762	4730
526	4774	4762
526	4793	4774
526	4849	4793
526	4862	4849
526	4867	4862
526	4917	4915
526	4966	4917
526	4978	4966
526	4982	4978
526	5019	4982
526	5032	5019
526	5047	5032
526	5053	5047
526	5077	5075
526	5081	5053
526	5086	5081
526	5120	5099
526	5135	5120
526	5148	5135
526	5169	5148
526	5184	5169
526	5192	5184
526	5220	5192
526	5245	5220
526	5263	5245
526	5287	5263
526	5308	5287
526	5339	5308
526	5461	5339
526	5504	5461
526	5551	5504
526	5584	5580
526	5772	5584
526	5787	5772
526	5790	5787
526	5810	5790
526	5842	5838
526	5846	5810
526	6098	6095
526	6695	6680
526	6714	6695
526	6743	6714
526	6748	6743
526	6752	6748
526	6769	6752
526	6859	6846
526	6874	6769
526	6875	6874
526	7105	7103
526	7124	7106
526	7153	7124
526	7155	7153
526	7168	7155
526	7190	7168
526	7236	7190
526	7248	7236
526	7251	7248
526	7269	7251
526	7288	7280
526	7311	7269
526	7327	7288
526	7748	7742
526	7908	7884
526	7928	7908
526	7931	7928
526	7951	7931
526	7960	7951
526	7979	7960
526	7989	7979
526	8188	8178
526	8740	8712
526	8775	8740
526	8784	8775
526	8791	8784
526	8824	8791
526	8859	8856
526	8863	8859
526	8877	8863
526	8927	8921
526	8943	8927
526	8947	8943
526	8958	8947
526	8963	8958
526	8970	8958
526	8975	8970
526	9022	9006
526	9076	9022
526	9085	9076
526	9099	9085
526	9118	9099
526	9126	9118
526	9158	9126
526	9168	9158
526	9196	9168
526	9202	9196
526	9205	9202
526	9209	9205
526	9213	9209
526	9232	9213
526	9235	9232
526	9242	9235
526	9253	9242
526	9271	9253
526	9273	9271
526	9280	9273
526	9309	9296
526	9319	9280
526	9326	9319
526	9330	9326
526	9454	9435
526	9457	9454
526	9461	9457
526	9530	9461
526	9533	9530
526	9537	9533
526	9562	9537
526	9605	9577
526	9610	9605
526	9634	9610
526	9636	9631
526	9650	9634
526	9656	9650
526	9660	9636
526	9672	9656
526	9717	9672
526	9814	9717
526	9825	9814
526	9828	9825
526	9848	9838
526	9872	9828
526	9919	9872
526	9934	9919
526	9940	9931
526	9948	9934
526	9966	9940
526	9990	9948
526	9998	9990
526	10007	9966
526	10016	9990
526	10021	10016
526	10045	10021
526	10051	10016
526	10054	10051
526	10094	10082
1342	160	156
1342	181	160
1342	204	200
1342	207	204
1342	228	225
1342	239	205
1342	251	244
1342	279	260
1342	338	327
1342	362	338
1342	370	362
1342	381	370
1342	400	381
1342	410	405
1342	470	466
1342	489	430
1342	499	489
1342	523	499
1342	540	523
1342	544	540
1342	639	633
1342	646	639
1342	683	681
1342	766	683
1342	804	784
1342	810	804
1342	813	810
1342	857	843
1342	879	871
1342	919	912
1342	1111	1082
1342	1114	1111
1342	1118	1112
1342	1127	1118
1342	1143	1127
1342	1147	1143
1342	1155	1147
1342	1160	1155
1342	1187	1174
1342	1193	1185
1342	1218	1202
1342	1235	1204
1342	1244	1235
1342	1247	1237
1342	1280	1259
1342	1309	1275
1342	1321	1309
1342	1337	1330
1342	1342	1337
1342	1345	1337
1342	1359	1345
1342	1386	1359
1342	1411	1392
1342	1449	1444
1342	1454	1411
1342	1458	1449
1342	1505	1476
1342	1527	1511
1342	1533	1527
1342	1537	1530
1342	1562	1533
1342	1580	1559
1342	1641	1639
1342	1653	1639
1342	1707	1681
1342	1786	1783
1342	1790	1707
1342	1812	1790
1342	1850	1808
1342	1883	1812
1342	1906	1889
1342	1914	1906
1342	2016	2011
1342	2019	2016
1342	2029	2019
1342	2044	2030
1342	2062	2036
1342	2065	2062
1342	2179	2128
1342	2193	2179
1342	2211	2203
1342	2226	2211
1342	2237	2227
1342	2254	2237
1342	2280	2278
1342	2292	2233
1342	2294	2292
1342	2312	2294
1342	2377	2375
1342	2416	2406
1342	2418	2416
1342	2421	2403
1342	2439	2421
1342	2445	2439
1342	2470	2445
1342	2505	2495
1342	2550	2545
1342	2556	2518
1342	2564	2556
1342	2570	2550
1342	2575	2564
1342	2593	2575
1342	2601	2550
1342	2610	2593
1342	2642	2632
1342	2672	2642
1342	2677	2672
1342	2681	2672
1342	2706	2704
1342	2728	2722
1342	2740	2728
1342	2753	2740
1342	2765	2753
1342	2777	2768
1342	2801	2777
1342	2805	2801
1342	2815	2805
1342	2828	2815
1342	2837	2828
1342	2851	2837
1342	2861	2851
1342	2865	2861
1342	2875	2865
1342	2886	2875
1342	2894	2886
1342	2911	2894
1342	2930	2915
1342	2970	2930
1342	2972	2970
1342	3015	2976
1342	3019	3015
1342	3024	3019
1342	3040	3024
1342	3052	3040
1342	3060	3052
1342	3069	3060
1342	3074	3055
1342	3111	3078
1342	3117	3104
1342	3134	3120
1342	3147	3120
1342	3323	3318
1342	3338	3323
1342	3379	3311
1342	3389	3385
1342	3392	3379
1342	3394	3392
1342	3401	3338
1342	3444	3441
1342	3460	3394
1342	3477	3464
1342	3479	3469
1342	3490	3479
1342	3494	3490
1342	3523	3520
1342	3538	3525
1342	3542	3538
1342	3547	3534
1342	3558	3550
1342	3657	3650
1342	3668	3657
1342	3689	3668
1342	3694	3689
1342	3706	3694
1342	3711	3706
1342	3729	3695
1342	3770	3755
1342	3777	3770
1342	3784	3777
1342	3797	3775
1342	3801	3784
1342	3805	3801
1342	3814	3797
1342	3824	3814
1342	3835	3824
1342	3839	3827
1342	3845	3835
1342	3849	3839
1342	3862	3845
1342	3869	3867
1342	3877	3862
1342	3880	3869
1342	3889	3880
1342	3899	3877
1342	3937	3899
1342	3949	3729
1342	3954	3937
1342	3972	3954
1342	3977	3972
1342	3980	3977
1342	3999	3980
1342	4001	3999
1342	4008	4001
1342	4040	3949
1342	4054	4040
1342	4093	4054
1342	4107	4083
1342	4112	4107
1342	4137	4112
1342	4139	4137
1342	4144	4139
1342	4174	4144
1342	4204	4190
1342	4213	4204
1342	4219	4213
1342	4221	4208
1342	4224	4221
1342	4237	4219
1342	4267	4224
1342	4287	4267
1342	4291	4287
1342	4305	4291
1342	4363	4305
1342	4368	4363
1342	4392	4368
1342	4399	4392
1342	4412	4399
1342	4608	4593
1342	4636	4631
1342	4641	4637
1342	4659	4636
1342	4698	4662
1342	4713	4698
1342	4870	4857
1342	4900	4890
1342	4905	4900
1342	4933	4905
1342	4937	4933
1342	4944	4937
1342	4957	4944
1342	4962	4957
1342	4967	4962
1342	4973	4967
1342	4992	4973
1342	5015	4992
1342	5018	4998
1342	5023	5018
1342	5036	5026
1342	5049	5036
1342	5087	5049
1342	5119	5105
1342	5137	5131
1342	5139	5137
1342	5160	5152
1342	5186	5182
1342	5200	5186
1342	5213	5174
1342	5227	5220
1342	5262	5250
1342	5273	5262
1342	5284	5273
1342	5301	5284
1342	5336	5310
1342	5354	5336
1342	5361	5353
1342	5369	5367
1342	5381	5367
1342	5384	5381
1342	5388	5384
1342	5428	5408
1342	5430	5419
1342	5464	5454
1342	5485	5464
1342	5500	5485
1342	5504	5500
1342	5509	5504
1342	5524	5509
1342	5528	5524
1342	5547	5524
1342	5553	5547
1342	5579	5553
1342	5586	5579
1342	5593	5586
1342	5609	5593
1342	5617	5609
1342	5742	5732
1342	5746	5742
1342	5762	5746
1342	5765	5756
1342	5778	5762
1342	5780	5765
1342	5786	5778
1342	5817	5786
1342	5834	5817
1342	5836	5834
1342	5844	5836
1342	5863	5844
1342	5869	5863
1342	5967	5958
1342	5971	5958
1342	6003	5967
1342	6007	6003
1342	6025	6007
1342	6034	6025
1342	6038	6028
1342	6044	6034
1342	6076	6038
1342	6083	6076
1342	6085	6073
1342	6089	6085
1342	6094	6089
1342	6099	6083
1342	6102	6099
1342	6104	6094
1342	6126	6104
1342	6133	6126
1342	6141	6133
1342	6161	6141
1342	6168	6161
1342	6187	6168
1342	6198	6187
1342	6228	6198
1342	6244	6228
1342	6259	6255
1342	6269	6244
1342	6295	6269
1342	6299	6295
1342	6348	6339
1342	6364	6348
1342	6392	6364
1342	6397	6392
1342	6420	6411
1342	6553	6548
1342	6626	6600
1342	6630	6626
1342	6635	6630
1342	6747	6734
1342	6793	6780
1342	6798	6760
1342	6802	6798
1342	6816	6809
1342	6822	6793
1342	6840	6816
1342	6881	6859
1342	6889	6881
1342	6893	6889
1342	6939	6937
1342	6951	6939
1342	6958	6947
1342	7051	7042
1342	7061	7054
1342	7068	7057
1342	7071	7068
1342	7075	7061
1342	7081	7071
1342	7084	7075
1342	7090	7081
1342	7099	7090
1342	7102	7084
1342	7104	7102
1342	7125	7104
1342	7156	7146
1342	7165	7156
1342	7169	7165
1342	7173	7141
1342	7230	7219
1342	7233	7178
1342	7237	7230
1342	7241	7233
1342	7255	7237
1342	7316	7312
1342	7326	7316
1342	7336	7326
1342	7344	7336
1342	7352	7344
1342	7357	7347
1342	7361	7352
1342	7363	7357
1342	7367	7363
1342	7376	7367
1342	7389	7361
1342	7391	7376
1342	7403	7389
1342	7409	7391
1342	7411	7403
1342	7417	7409
1342	7505	7496
1342	7509	7417
1342	7515	7505
1342	7525	7515
1342	7530	7509
1342	7658	7661
1342	7667	7661
1342	7680	7654
1342	7690	7667
1342	7695	7684
1342	7699	7690
1342	7712	7695
1342	7715	7699
1342	7724	7712
1342	7731	7724
1342	7734	7715
1342	7741	7734
1342	7745	7731
1342	7759	7741
1342	7773	7745
1342	7788	7759
1342	7791	7773
1342	7796	7788
1342	7808	7791
1342	7811	7796
1342	7821	7808
1342	7831	7811
1342	7837	7831
1342	7838	7821
1342	7854	7837
1342	7861	7838
1342	7869	7854
1342	7878	7869
1342	7883	7878
1342	7888	7861
1342	7892	7883
1342	7919	7892
1342	7950	7941
1342	7959	7950
1342	7965	7959
1342	7969	7965
1342	7993	7969
1342	7997	7993
1342	8016	8014
1342	8024	7997
1342	8034	8029
1342	8037	8024
1342	8105	8029
1342	8213	8127
1342	8275	8213
1342	8294	8275
1342	8303	8294
1342	8308	8303
1342	8316	8308
1342	8360	8348
1342	8366	8360
1342	8385	8366
1342	8439	8412
1342	8498	8469
1342	8507	8498
1342	8594	8583
1342	8761	8583
1342	8770	8761
1342	8788	8770
1342	8805	8780
1342	8861	8805
1342	8864	8788
1342	8886	8861
1342	8948	8886
1342	8966	8955
1342	8969	8962
1342	9002	8962
1342	9009	9002
1342	9041	9029
1342	9062	9041
1342	9083	9075
1342	9088	9083
1342	9094	9091
1342	9098	9088
1342	9244	9241
1342	9247	9094
1342	9252	9247
1342	9255	9244
1342	9298	9282
1342	9408	9267
1342	9411	9287
1342	9416	9411
1342	9427	9408
1342	9430	9416
1342	9436	9430
1342	9902	9893
